,price,rating,name,online_order,table_booking,type,cuisines
1780,500.0,3.3,Delifusion - Hunger Sorted,Yes,No,Quick Bites,"Continental, Chinese, North Indian"
1781,550.0,2.8,Delight Fast Food & Restaurant,Yes,No,Casual Dining,"North Indian, Chinese"
1782,450.0,2.6,Delight Food,Yes,No,Casual Dining,"Andhra, Chinese, Biryani"
1783,300.0,4.0,Delightz,No,No,Dessert Parlor,"Desserts, Fast Food"
1784,300.0,3.2,Delish Chinese Fast Food,Yes,No,Quick Bites,"Chinese, North Indian, Biryani"
1785,400.0,2.8,Delisias,No,No,Bakery,Bakery
1786,300.0,3.3,Delite Chaat House,Yes,No,Quick Bites,"Street Food, Gujarati"
1787,300.0,4.0,DeliToons,No,No,Quick Bites,"Sandwich, Pizza, Salad"
1788,600.0,3.9,Delitz Creamvilla Cafe,Yes,No,"Cafe, Dessert Parlor","Cafe, Desserts, Ice Cream"
1789,400.0,3.2,Delly Belly,No,No,Delivery,"North Indian, Mughlai"
1790,750.0,3.3,Deshi Fusion Pizza,Yes,No,Delivery,"Pizza, Chinese, Rolls"
1791,400.0,2.8,Desi Aahar,No,No,Quick Bites,"North Indian, Chinese, Seafood"
1792,300.0,3.3,Desi Adda,No,No,Quick Bites,"North Indian, Chinese"
1793,600.0,3.7,Desi Bites,Yes,No,Casual Dining,"Rajasthani, North Indian, Chinese"
1794,150.0,3.3,Desi Breakk,No,No,Delivery,North Indian
1795,450.0,2.9,Desi Bytes,No,No,Quick Bites,"North Indian, Chinese"
1796,200.0,3.9,Desi Chats,No,No,Quick Bites,Street Food
1797,400.0,3.6,Desi Chinese,Yes,No,Delivery,"Chinese, North Indian"
1798,700.0,3.9,Desi Chinese kitchen,Yes,No,Casual Dining,"Chinese, Asian"
1799,400.0,3.8,Desi Chopstick,Yes,No,Quick Bites,North Indian
1800,250.0,3.7,Desi Chulha,Yes,No,Quick Bites,North Indian
1801,650.0,3.7,Desi Cream Junction,Yes,Yes,Casual Dining,"Chinese, North Indian, Pizza, Italian"
1802,450.0,,Desi Curry,No,No,Delivery,North Indian
1803,400.0,3.7,Desi Dawat,Yes,No,Quick Bites,"North Indian, Fast Food"
1804,1300.0,3.9,Desi Deck,Yes,Yes,"Casual Dining, Bar","Mughlai, North Indian, Desserts"
1805,400.0,3.3,Desi Dhaba,Yes,No,Delivery,"North Indian, Chinese"
1806,400.0,3.8,Desi Doze,Yes,No,Quick Bites,"North Indian, Fast Food"
1807,400.0,3.9,Desi Flavours,Yes,No,Quick Bites,"North Indian, Chinese, Biryani"
1808,600.0,3.7,Desi Foodizzz,No,No,Casual Dining,"North Indian, Chinese"
1809,400.0,3.0,Desi Grill,Yes,No,Quick Bites,"Chinese, North Indian"
1810,300.0,3.5,Desi Inn,Yes,No,Quick Bites,North Indian
1811,300.0,2.8,Desi Khana,Yes,No,Quick Bites,"North Indian, Chinese"
1812,600.0,3.8,Desi Rasoi,Yes,Yes,Casual Dining,"Biryani, North Indian, Chinese, Rajasthani"
1813,400.0,3.5,Desi Swaad,Yes,No,Quick Bites,North Indian
1814,200.0,,Desi Tadka,No,No,Quick Bites,North Indian
1815,400.0,2.8,Desi Tadka Khana,No,No,"Takeaway, Delivery",North Indian
1816,450.0,3.6,Desi Urbane,No,No,Quick Bites,"North Indian, Chinese, Biryani"
1817,250.0,3.8,Desi Vdesi,Yes,No,Quick Bites,"Fast Food, North Indian, Rolls"
1818,400.0,3.7,Desi Vibes,Yes,No,Casual Dining,North Indian
1819,500.0,2.7,Desi Wok,No,No,Quick Bites,"North Indian, Chinese"
1820,450.0,2.8,Desi Zaika,Yes,No,Casual Dining,"North Indian, Chinese, Bengali, Fast Food"
1821,500.0,4.2,Desipun,Yes,Yes,Casual Dining,North Indian
1822,250.0,3.8,Despiwich Dragon's Kitchen,Yes,No,Quick Bites,"Chinese, Fast Food"
1823,500.0,3.5,Dessert Rose,No,No,Dessert Parlor,Desserts
1824,100.0,3.8,Desserts Tree,Yes,No,Sweet Shop,"Mithai, Desserts"
1825,250.0,3.4,Dessi Cuppa,Yes,No,Beverage Shop,"Beverages, Fast Food"
1826,500.0,3.1,Detox Kitchen,Yes,No,"Takeaway, Delivery","Healthy Food, Beverages, Salad"
1827,200.0,4.1,Dev Sagar - Food Street,Yes,No,Quick Bites,Street Food
1828,300.0,3.6,Devanna Dum Biriyani Centre,Yes,No,Quick Bites,"Biryani, South Indian"
1829,200.0,3.6,Devi's Cakes N Bakes,No,No,Bakery,"Bakery, Desserts"
1830,500.0,3.1,Dev's Gugababa,Yes,No,Quick Bites,"Bengali, North Indian, Chinese"
1831,1100.0,4.4,Dhaba - Estd 1986 Delhi,Yes,Yes,"Casual Dining, Bar",North Indian
1832,650.0,4.0,Dhaba Bytes,Yes,No,Casual Dining,North Indian
1833,650.0,3.3,Dhaba Central,No,No,Casual Dining,North Indian
1834,1100.0,4.3,Dhaba Estd 1986 Delhi,Yes,Yes,"Casual Dining, Bar","BBQ, Mughlai, Biryani"
1835,400.0,3.7,Dhaba Express,Yes,No,"Takeaway, Delivery","Biryani, Fast Food, North Indian, Chinese"
1836,250.0,3.2,Dhaba Shaba,Yes,No,Quick Bites,"North Indian, Fast Food"
1837,700.0,4.0,Dhaba Social,Yes,No,Casual Dining,North Indian
1838,250.0,3.8,Dhabeliwala,Yes,No,Kiosk,"Street Food, Beverages, Gujarati"
1839,450.0,2.8,Dhadoom,No,No,Food Court,"Italian, Mexican, Burger, Fast Food"
1840,300.0,4.0,Dhanalakshmi Grand,Yes,No,Quick Bites,"South Indian, North Indian"
1841,200.0,2.8,Dhanbad Food Stall,No,No,Quick Bites,"Bihari, North Indian, Chinese"
1842,200.0,3.7,Dhang Ka Khana,Yes,No,Quick Bites,North Indian
1843,300.0,3.1,Dhanya Nati Style Restaurant,No,No,Quick Bites,South Indian
1844,,3.7,Dharani Foods,No,No,Casual Dining,"North Indian, Chinese, Biryani"
1845,150.0,3.4,Dharwad Line Bazar Mishra Pedha,No,No,Sweet Shop,Mithai
1846,800.0,3.8,Dhuaan,No,No,Cafe,"Cafe, Continental"
1847,600.0,4.3,Dhyaana,Yes,No,Cafe,"Cafe, Healthy Food, Momos"
1848,300.0,3.3,Diabetics Dezire Sugarless Sweets and Bakes,Yes,No,"Dessert Parlor, Sweet Shop","Desserts, Mithai"
1849,600.0,4.0,Dialogues,No,No,Cafe,"Cafe, Continental"
1850,900.0,4.3,Dice N Dine,Yes,Yes,"Casual Dining, Cafe","Continental, Cafe, Italian, Fast Food, Steak"
1851,400.0,3.1,Didi's Kitchen,Yes,No,Delivery,"North Indian, Chinese, Fast Food"
1852,300.0,2.6,Dil Punjabi,Yes,No,Quick Bites,North Indian
1853,700.0,3.8,Dil Se Dilli,Yes,No,Casual Dining,"North Indian, Mughlai"
1854,550.0,3.0,Dil Se Punjabi,Yes,No,Casual Dining,"North Indian, Mughlai, Chinese"
1855,800.0,3.5,Diletto,No,No,Casual Dining,"North Indian, Chinese"
1856,500.0,3.7,Dilish Kitchens,No,No,Casual Dining,"North Indian, Chinese"
1857,450.0,3.2,Dilli 6,No,No,Casual Dining,"North Indian, Chinese"
1858,500.0,3.4,Dilli Darbar,Yes,No,Casual Dining,"North Indian, Chinese, Biryani"
1859,400.0,3.6,Dilli Dil Se,Yes,No,Casual Dining,North Indian
1860,400.0,3.8,Dilli Dil Se..,Yes,No,Quick Bites,North Indian
1861,200.0,3.6,Dilli Galli,Yes,No,Quick Bites,North Indian
1862,400.0,3.0,Dilli Highway,No,No,Delivery,North Indian
1863,400.0,3.7,Dilli in a Box,Yes,No,"Takeaway, Delivery","Fast Food, North Indian"
1864,200.0,3.0,Dilli6 Paratha,Yes,No,"Takeaway, Delivery","North Indian, Chinese"
1865,600.0,3.5,DilliBite,Yes,No,Quick Bites,"North Indian, Chinese"
1866,800.0,2.8,Dindigul Thalappakatti,Yes,No,Casual Dining,"Biryani, Chinese, North Indian, South Indian"
1867,700.0,3.2,Dindigul Time Pass Restaurant,Yes,No,Casual Dining,"South Indian, North Indian, Chinese, Biryani"
1868,300.0,3.6,Dine @ 9 Paratha Corner,No,No,Quick Bites,"North Indian, Chinese"
1869,400.0,3.5,Dine Garden Family Restaurant,Yes,Yes,Quick Bites,"Biryani, South Indian, North Indian, Chinese"
1870,400.0,3.5,Dine In,No,No,Quick Bites,"Kerala, South Indian, North Indian, Chinese"
1871,500.0,3.4,Dine in Restaurant,No,No,Quick Bites,"South Indian, North Indian, Chinese"
1872,500.0,3.6,Dine One One Restaurant,Yes,No,Casual Dining,"South Indian, Continental, North Indian"
1873,300.0,3.4,Dinemaster Gogo's,Yes,No,Quick Bites,"Chinese, Rolls, Beverages"
1874,450.0,3.6,Dinepost 9,Yes,No,Delivery,"North Indian, Chinese, Biryani"
1875,450.0,3.8,DinePost9,Yes,No,Delivery,"North Indian, South Indian, Chinese, Continental"
1876,400.0,3.5,Dining Hut,Yes,No,Quick Bites,"North Indian, Chinese, South Indian"
1877,300.0,2.8,Dipd N Chocolate,Yes,No,Cafe,"Cafe, Desserts"
1878,1800.0,4.3,District 6 Pub Brewery & Kitchen,No,No,Microbrewery,"German, European, Pizza, American, North Indian, Chinese"
1879,1300.0,4.3,Dive,No,Yes,"Pub, Casual Dining","Continental, Finger Food"
1880,400.0,4.0,Divina - Eden Park Restaurants,No,No,Dessert Parlor,Desserts
1881,500.0,3.3,Diya's Findish,Yes,No,Quick Bites,"North Indian, Chinese, Bengali"
1882,800.0,4.0,Django,Yes,Yes,Cafe,"Cafe, Italian, Pizza, Burger, Beverages"
1883,400.0,4.6,Dock Frost'd,Yes,No,"Beverage Shop, Dessert Parlor","Beverages, Desserts"
1884,300.0,3.9,Doctor Juice,Yes,No,Beverage Shop,"Juices, Healthy Food"
1885,250.0,3.5,Dodda Mane Baaduta,Yes,No,Quick Bites,"North Indian, South Indian, Chinese, Biryani"
1886,400.0,3.1,Dodda Mane Donne Biryani,No,Yes,Quick Bites,"Biryani, Beverages, South Indian"
1887,1500.0,4.1,Doff Pub and Lounge,No,Yes,Lounge,"Continental, American, Pizza, North Indian, Chinese, Finger Food, Asian, Thai"
1888,750.0,4.3,Dolci Desserts,Yes,No,"Cafe, Dessert Parlor","Cafe, Desserts"
1889,1000.0,3.8,Dolphin Bar,No,No,"Casual Dining, Pub","Chinese, Finger Food, North Indian, Seafood"
1890,400.0,2.4,Domino's Pizza,Yes,No,Quick Bites,"Pizza, Fast Food"
1891,400.0,3.4,Doner Bel,No,No,Quick Bites,"Turkish, Chinese"
1892,250.0,3.4,Donne Biriyani Angadi Mane,Yes,No,Quick Bites,"Biryani, Chinese"
1893,300.0,3.1,Donne Biriyani House,Yes,No,Quick Bites,Biryani
1894,400.0,3.8,Donne Biriyani Mane,Yes,No,Casual Dining,"Biryani, Kebab"
1895,200.0,3.2,Donne Biryani,No,No,Quick Bites,Biryani
1896,200.0,3.3,Donne Biryani & Egg Rice Adda,No,No,Quick Bites,"Kebab, Biryani"
1897,200.0,3.3,Donne Biryani & Kabab Corner,Yes,No,Quick Bites,"Chinese, Biryani"
1898,250.0,3.1,Donne Biryani Angadi Mane,No,No,Quick Bites,"Biryani, South Indian"
1899,300.0,3.6,Donne Biryani Hatti,Yes,No,Quick Bites,Biryani
1900,350.0,3.7,Donne Biryani House,Yes,No,Delivery,"South Indian, Biryani"
1901,200.0,3.7,Donne Biryani Kuteera,Yes,No,Quick Bites,Biryani
1902,300.0,3.2,Donne Biryani Mane,Yes,No,Quick Bites,Biryani
1903,250.0,3.9,Donut Cafe,Yes,No,"Dessert Parlor, Quick Bites","Desserts, Fast Food"
1904,450.0,4.0,Doof,Yes,No,Delivery,"Fast Food, Beverages"
1905,200.0,3.9,Dosa Bazaar,Yes,No,Quick Bites,"Street Food, South Indian"
1906,80.0,3.4,Dosa Cafe,No,No,Quick Bites,South Indian
1907,200.0,2.8,Dosa Corner,Yes,No,Quick Bites,South Indian
1908,200.0,3.8,Dosa Plaza,Yes,No,Quick Bites,"South Indian, North Indian, Chinese, Beverages"
1909,200.0,3.8,Dosa Time,Yes,No,Takeaway,South Indian
1910,150.0,3.3,Dosalicious,Yes,No,Quick Bites,South Indian
1911,100.0,2.8,Dose Manjanna,No,No,Quick Bites,South Indian
1912,2000.0,3.9,Dot.yum - Aloft Hotel,No,Yes,Casual Dining,"Italian, North Indian, Continental, BBQ"
1913,200.0,3.6,Double Blend,Yes,No,Beverage Shop,"Beverages, Juices, Ice Cream"
1914,1300.0,4.3,Double Decker,No,Yes,"Bar, Casual Dining","Continental, North Indian"
1915,1000.0,3.7,Downtown,No,No,Pub,"North Indian, Continental"
1916,400.0,4.2,Dr. Bubbles,Yes,No,"Beverage Shop, Dessert Parlor","Beverages, Desserts"
1917,500.0,3.5,Dr. Harry's Chick Blast,Yes,No,Quick Bites,Continental
1918,200.0,3.5,Dr. Shawarma,Yes,No,Quick Bites,"North Indian, Rolls, Street Food"
1919,800.0,4.1,Dr. Sheesha,No,Yes,Cafe,"Cafe, Chinese, Continental, Italian"
1920,,,,,,,
1921,,,,,,,
1922,450.0,3.0,Dragon Box,Yes,No,Takeaway,"Chinese, Momos"
1923,500.0,3.1,Dragon's Kitchen,Yes,No,Casual Dining,Chinese
1924,400.0,,D-Ra's Delicacy,No,No,Delivery,"Chinese, Bakery"
1925,1500.0,4.3,Drava,No,Yes,Lounge,"Pizza, Continental, North Indian, Asian"
1926,300.0,4.3,Dream a Dozen,Yes,No,Delivery,"Bakery, Desserts"
1927,300.0,3.2,Dream Coffee House,No,No,Cafe,"Cafe, Bakery"
1928,200.0,3.4,Dream Scoopers,No,No,Dessert Parlor,"Ice Cream, Desserts"
1929,600.0,3.9,Dreamcatcher,Yes,No,Cafe,Cafe
1930,400.0,3.7,Dreamland Food Corner,Yes,No,Quick Bites,"Fast Food, Desserts"
1931,600.0,3.8,Dreams Cafe - All Day English Food St.,Yes,No,Cafe,"Cafe, Continental, Burger"
1932,700.0,3.1,Dream's Kitchen,No,No,Casual Dining,"North Indian, Andhra, Chinese"
1933,600.0,3.4,Driven Cafe,Yes,No,Cafe,"Cafe, Beverages, Fast Food"
1934,400.0,3.1,Drunken Monkey,Yes,No,"Beverage Shop, Quick Bites","Beverages, Fast Food"
1935,1000.0,4.4,Drunkling - Sizzlers and Pub,Yes,Yes,"Casual Dining, Bar","Chinese, Continental, North Indian, Burger, Pizza, Seafood"
1936,200.0,3.6,Dry Dock Cafe,No,No,Quick Bites,"Street Food, Tea"
1937,,,,,,,
1938,80.0,2.8,Dtink Lab,No,No,Quick Bites,"Beverages, Sandwich"
1939,2500.0,4.1,Dublin - ITC Windsor,No,Yes,Bar,European
1940,600.0,3.7,Dum & Oven,No,No,Casual Dining,"North Indian, Hyderabadi, Continental"
1941,700.0,3.9,Dum Biryani Hub,Yes,No,Quick Bites,Biryani
1942,4000.0,4.3,Dum Pukht Jolly Nabobs - ITC Windsor,No,Yes,Fine Dining,North Indian
1943,300.0,2.8,Dunkin' Donuts,No,No,"Quick Bites, Dessert Parlor",Desserts
1944,700.0,3.6,Durbar Greens Family Restaurant,No,No,Casual Dining,"North Indian, Chinese, South Indian"
1945,600.0,3.2,Durbari Restaurant,No,No,Casual Dining,"North Indian, Chinese, Mughlai"
1946,100.0,3.7,Durga Bikaner Sweets,No,No,Quick Bites,"Street Food, Mithai"
1947,150.0,3.6,Durga Mess,No,No,Mess,North Indian
1948,150.0,3.3,Durga Sagar,Yes,No,Quick Bites,South Indian
1949,150.0,4.0,DVG Benne Dosa,Yes,No,Quick Bites,South Indian
1950,500.0,3.9,Dwaraka Grand,Yes,No,Casual Dining,"South Indian, Chinese, Street Food, Juices"
1951,500.0,3.7,Dwaraka Krishna,Yes,No,"Takeaway, Delivery","North Indian, Biryani, Chinese"
1952,800.0,4.5,Dyu Art Cafe,No,No,Cafe,"Cafe, Italian, Fast Food"
1953,350.0,2.8,D-Zaprino,Yes,No,"Takeaway, Delivery","Fast Food, Burger, Pizza"
1954,350.0,3.5,E - City Combos,Yes,No,"Takeaway, Delivery","South Indian, North Indian, Chinese, Biryani"
1955,550.0,3.1,E Foods Regalia,No,No,Quick Bites,"South Indian, Chinese"
1956,,,,,,,
1957,700.0,3.1,Eagle Bar & Restaurant,No,No,"Casual Dining, Bar","North Indian, Chinese"
1958,700.0,3.2,Eagle Ridge,No,Yes,Casual Dining,"South Indian, North Indian, Chinese"
1959,400.0,3.6,Eagles Pizza,Yes,No,Casual Dining,"Pizza, Italian"
1960,600.0,3.9,Earth Plate Express,Yes,No,Food Court,"Italian, Continental"
1961,700.0,3.9,Earthen Bowl,No,No,Cafe,"Cafe, Italian"
1962,600.0,4.0,East Delicious,Yes,No,Casual Dining,"Chinese, Thai"
1963,2200.0,4.0,East- The Oterra,No,Yes,Fine Dining,"Chinese, Vietnamese, Thai, Malaysian"
1964,300.0,2.8,Easy Bites,Yes,No,"Takeaway, Delivery","Fast Food, Sandwich"
1965,1100.0,4.3,Easy Tiger,No,No,"Bar, Casual Dining","Finger Food, Continental"
1966,300.0,3.5,Eat & Drink,Yes,No,"Quick Bites, Beverage Shop","Fast Food, Chinese, Beverages"
1967,250.0,2.8,Eat And Be Fit,Yes,No,Quick Bites,"Biryani, Rolls, North Indian"
1968,400.0,3.0,Eat At Nite,Yes,No,"Takeaway, Delivery","North Indian, Chinese, Rolls"
1969,200.0,3.3,Eat Eroo - Bombay Vada Pav,No,No,Quick Bites,"Street Food, Maharashtrian"
1970,350.0,3.8,Eat Eroo - South China,Yes,No,Quick Bites,"South Indian, Chinese"
1971,400.0,2.8,Eat Food,Yes,No,Delivery,"North Indian, Fast Food, Biryani, Beverages"
1972,250.0,3.8,Eat N Drink,No,No,Quick Bites,Fast Food
1973,150.0,3.4,Eat N Drinks,Yes,No,Quick Bites,"Kerala, Beverages"
1974,500.0,2.7,Eat N Meet,Yes,No,Quick Bites,"Kerala, South Indian, North Indian, Chinese, Beverages"
1975,150.0,3.3,Eat N Pack,No,No,Quick Bites,Kerala
1976,150.0,3.9,Eat Repeat,Yes,No,Quick Bites,South Indian
1977,700.0,3.2,Eat Repeat Express,Yes,No,Casual Dining,"North Indian, South Indian, Chinese, Biryani, Mexican"
1978,200.0,3.5,Eat Sleep Eat Repeat,Yes,No,Quick Bites,"Chinese, North Indian, Continental"
1979,600.0,4.2,Eat Street,No,No,Quick Bites,"North Indian, Chinese, Italian, Street Food, Desserts"
1980,200.0,2.8,Eat up's Cloud Kitchen,No,No,Delivery,"Arabian, BBQ, Biryani, Chinese, Continental, Ice Cream, North Indian, South Indian"
1981,400.0,2.9,Eat Well,Yes,No,Delivery,"North Indian, Chinese"
1982,500.0,4.4,eat.fit,Yes,No,Delivery,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts"
1983,600.0,4.0,Eatapita,Yes,No,Quick Bites,"Arabian, Pizza, Greek, Lebanese, Mediterranean"
1984,400.0,3.3,Eatato Snack Bar,No,No,Casual Dining,"North Indian, Fast Food"
1985,300.0,3.6,Eaternet,No,No,Quick Bites,"North Indian, Chinese, Street Food"
1986,250.0,3.5,Eater's Cart,Yes,No,"Takeaway, Delivery","Chinese, Continental, North Indian, South Indian"
1987,500.0,3.4,Eatery Have U Been,Yes,No,"Cafe, Quick Bites","Cafe, Chinese, Fast Food, Burger, North Indian"
1988,800.0,4.3,Eating Love,Yes,No,Cafe,"Cafe, Italian, Pizza"
1989,300.0,3.5,Eatsaa,No,No,Quick Bites,Chinese
1990,500.0,2.8,Eatsomnia,Yes,No,Delivery,"North Indian, South Indian, Chinese, Continental"
1991,300.0,3.5,Eatsy,No,No,"Takeaway, Delivery","North Indian, South Indian"
1992,,4.2,EatWater,No,No,"Casual Dining, Bar",North Eastern
1993,400.0,3.0,Eatwell Restaurant,Yes,No,Quick Bites,"Biryani, Chinese, North Indian"
1994,500.0,3.8,Eatzgreen,Yes,No,Quick Bites,"Healthy Food, South Indian, Fast Food, North Indian, Beverages"
1995,1500.0,4.3,Ebony,Yes,Yes,Casual Dining,"North Indian, South Indian"
1996,500.0,3.4,EC Dine Restaurant,Yes,No,Casual Dining,"South Indian, North Indian, Kerala"
1997,750.0,4.7,ECHOES Koramangala,No,No,"Cafe, Casual Dining","Chinese, American, Continental, Italian, North Indian"
1998,750.0,4.1,Eddy's Cafe,Yes,No,Cafe,"Cafe, American, Salad, Continental, Healthy Food, Italian, Coffee, Desserts"
1999,500.0,3.6,Eden Huts Dhaba,No,No,Casual Dining,"Chinese, North Indian"
2000,400.0,4.0,Eden Huts Restaurant,No,No,Casual Dining,"Chinese, North Indian"
2001,1100.0,4.1,Eden Park,Yes,Yes,Casual Dining,"Andhra, Biryani, Chinese, North Indian, Seafood, South Indian"
2002,4000.0,4.3,Edo Restaurant & Bar - ITC Gardenia,No,Yes,Fine Dining,Japanese
2003,400.0,2.9,Egg House,No,No,Quick Bites,"Continental, Italian, Fast Food"
2004,300.0,3.6,Egg Star,Yes,No,Delivery,"Healthy Food, Sandwich"
2005,200.0,4.1,EggFactor - Street House,Yes,No,Kiosk,Fast Food
2006,500.0,4.0,Eggstacy,Yes,No,Quick Bites,"Fast Food, Continental, Chinese"
2007,500.0,3.9,Eggzotic,No,No,Quick Bites,"North Indian, Chinese, Biryani, Fast Food"
2008,700.0,3.9,El Salver,Yes,Yes,Casual Dining,"Biryani, Chinese, Continental, North Indian, Kerala, South Indian"
2009,700.0,3.6,Elegant Dining,Yes,Yes,Casual Dining,"Biryani, North Indian, Chinese"
2010,600.0,2.9,Elements - Mapple Express,No,No,Casual Dining,"North Indian, Chinese, Fast Food"
2011,1100.0,4.0,Elements Eatery,No,Yes,Casual Dining,"Continental, Steak"
2012,700.0,4.0,Ella's Petscape Cafe,No,No,Cafe,"Cafe, Fast Food, Sandwich, Pizza"
2013,650.0,3.4,Elmas Restaurant,Yes,No,Casual Dining,"North Indian, Kerala, Chinese, Biryani, Seafood, South Indian"
2014,900.0,3.9,Elongo's,No,No,Bar,"Finger Food, South Indian, Continental"
2015,800.0,4.1,Ember The Calabash,Yes,No,Cafe,"Cafe, Italian, Continental, Beverages"
2016,900.0,3.8,Embers - Nandhana Grand Hotel,No,No,Casual Dining,"North Indian, South Indian, Thai, Chinese, Continental"
2017,350.0,3.7,Empark Inn Restaurant,No,No,Quick Bites,"North Indian, Chinese, South Indian"
2018,150.0,2.7,Empire Juice Shop,No,No,Beverage Shop,Juices
2019,750.0,3.7,Empire Restaurant,Yes,No,Casual Dining,"North Indian, Mughlai, South Indian, Chinese"
2020,1400.0,4.3,Enchanted Garden,Yes,Yes,"Casual Dining, Cafe","North Indian, Continental, Italian, Cafe"
2021,350.0,3.9,Encyclofoodia,No,No,Quick Bites,"Kerala, North Indian"
2022,500.0,4.2,Energy Addaa,Yes,No,Quick Bites,"Salad, Healthy Food, Sandwich, Juices, Burger, Desserts, Pizza"
2023,800.0,4.2,Enerjuvate Studio & Cafe,No,Yes,Cafe,"Cafe, Continental, Beverages, Healthy Food, Desserts, Sandwich, Pizza, Salad"
2024,950.0,3.3,Engine,No,No,"Casual Dining, Bar","Biryani, South Indian, North Indian, Chinese, Mughlai"
2025,1200.0,3.7,English Channel,No,No,Pub,Finger Food
2026,300.0,3.1,Enroute,No,No,Quick Bites,"Continental, Fast Food"
2027,1300.0,4.0,Ente Keralam,Yes,No,Casual Dining,"Kerala, Seafood"
2028,400.0,3.7,Entree cafe,Yes,No,"Cafe, Bakery","Cafe, Bakery, Desserts"
2029,600.0,4.1,Entropy Cafe,Yes,No,Cafe,"Cafe, Chinese, Pizza, North Indian, Burger"
2030,1000.0,3.4,Envy,No,No,Lounge,Finger Food
2031,300.0,2.8,Epic Biryani,No,No,"Takeaway, Delivery","Biryani, Kebab"
2032,1900.0,3.9,Equinox Bar - DoubleTree Suites By Hilton,No,Yes,Lounge,"Continental, Thai, Vietnamese, American, Chinese, North Indian, Finger Food"
2033,500.0,3.9,Erivum Puliyum,Yes,No,Quick Bites,"Kerala, South Indian, Seafood"
2034,700.0,3.5,Esfahan Restaurant,Yes,No,Casual Dining,"North Indian, Lucknowi, Mughlai, Biryani"
2035,1000.0,4.1,Eshanya,Yes,Yes,Casual Dining,"North Indian, Chinese"
2036,500.0,3.1,Eshmeet Da Dhaba,Yes,No,Casual Dining,"North Indian, Chinese"
2037,1000.0,4.3,Esplanade,No,No,Casual Dining,Bengali
2038,500.0,3.3,Essential Kitchen,No,No,Quick Bites,"Chinese, Fast Food"
2039,300.0,3.3,Estaa Sweets,Yes,No,Sweet Shop,Mithai
2040,1600.0,4.1,Estia - Aloft Hotel,No,Yes,Casual Dining,Mediterranean
2041,600.0,3.8,Eten,No,No,Delivery,"Salad, Healthy Food"
2042,900.0,4.0,Euki,Yes,Yes,Casual Dining,"Italian, Mexican"
2043,450.0,3.4,Eunoia,No,No,"Cafe, Bakery","Cafe, Continental, Bakery"
2044,1200.0,4.0,Eurasia Pasta and Barbeque by Little Italy,Yes,Yes,"Casual Dining, Bar","Italian, Fast Food, Salad, BBQ"
2045,100.0,3.6,Excelsior Bakery,No,No,Bakery,Bakery
2046,500.0,2.8,Express Food Delivery,No,No,Delivery,"North Indian, Chinese"
2047,400.0,3.5,Expresso Restaurant,Yes,No,"Takeaway, Delivery","Fast Food, Beverages"
2048,200.0,2.8,F Juice,No,No,Beverage Shop,"Juices, Fast Food"
2049,500.0,3.3,F3 Food Fun Fiesta,Yes,No,"Takeaway, Delivery","Chinese, Fast Food, North Indian"
2050,300.0,3.2,F5,No,No,Quick Bites,"North Indian, South Indian, Chinese, Continental, Arabian"
2051,500.0,3.8,Faasos,Yes,No,Delivery,"North Indian, Biryani, Fast Food"
2052,250.0,3.1,FAB Cafe,No,No,Quick Bites,"Fast Food, Beverages"
2053,800.0,2.8,Fabcafe,No,Yes,Cafe,"Cafe, Healthy Food"
2054,1250.0,4.5,Fabelle Chocolate Boutique - ITC Gardenia,No,No,Dessert Parlor,"Desserts, Ice Cream, Beverages"
2055,1250.0,4.2,Fabelle Chocolate Boutique - ITC Windsor,No,No,Dessert Parlor,"Desserts, Ice Cream, Beverages"
2056,200.0,4.2,Fabindia Cafe,No,No,Cafe,"Cafe, Street Food"
2057,300.0,3.7,Facebake,Yes,No,Bakery,"Bakery, Desserts"
2058,200.0,3.3,Fahad Hotel,No,No,Quick Bites,Fast Food
2059,1100.0,3.3,Fai Dang,No,No,Casual Dining,"Asian, Continental"
2060,200.0,3.3,Falafal,Yes,No,"Takeaway, Delivery","Healthy Food, Juices"
2061,300.0,3.4,Falafel Bistro,No,No,Quick Bites,"Arabian, Lebanese, Chinese"
2062,300.0,2.9,Falafel's - The Lebanese Haus,No,No,Quick Bites,Lebanese
2063,200.0,3.9,Falahaar,No,No,Quick Bites,"North Indian, Street Food"
2064,200.0,2.8,Falooda Cafe,Yes,No,Quick Bites,"Beverages, Desserts"
2065,,2.6,Familiar Food Court,No,No,Food Court,"Mughlai, Chinese, North Indian, South Indian, Beverages"
2066,400.0,3.9,Families Food Court,Yes,No,Quick Bites,"North Indian, Chinese, Biryani, Rolls"
2067,200.0,3.1,Famous Dum Biriyani,No,No,Kiosk,Biryani
2068,1500.0,3.8,Fandom at Gilly's Redefined,No,No,Bar,Finger Food
2069,400.0,3.9,Fanoos,Yes,No,Quick Bites,"Arabian, Rolls, North Indian, BBQ"
2070,400.0,3.7,Fanoos Xprss,Yes,No,Quick Bites,"Arabian, Rolls, North Indian, BBQ"
2071,300.0,3.1,Farha Real Taste Of Kerala,Yes,No,Quick Bites,Kerala
2072,1500.0,4.4,Farzi Cafe,No,No,"Casual Dining, Microbrewery",Modern Indian
2073,250.0,3.7,Fashion Knack Cafe,No,No,Cafe,"Cafe, Burger, Sandwich"
